"ICD","Flag","ICDString","Phecode","PhecodeString","PhecodeCategory"
"E10.37X1","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3529","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3291","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.329","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.349","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3319","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3542","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3493","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3491","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3293","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.31","10","Type 1 diabetes mellitus with unspecified diabetic retinopathy","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3559","10","Type 1 diabetes with stable prolif diabetic rtnop, unsp","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3393","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3311","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3411","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3531","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3591","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3299","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3492","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3519","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3593","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.37X3","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3212","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3512","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.37","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3419","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3539","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.33","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.341","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3312","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3552","10","Type 1 diabetes with stable prolif diabetic rtnop, left eye","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E10.3543","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","250.13","Type 1 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.354","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3399","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3549","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3319","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3493","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3599","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3559","10","Type 2 diabetes with stable prolif diabetic rtnop, unsp","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.339","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.351","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3391","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3543","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.353","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3","10","Type 2 diabetes mellitus with ophthalmic complications","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3291","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3542","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3593","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3499","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.319","10","Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3313","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3541","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.31","10","Type 2 diabetes mellitus with unspecified diabetic retinopathy","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.32","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3533","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.311","10","Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3212","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.37X9","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.331","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3392","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.341","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3529","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3531","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3591","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3491","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3311","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3511","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3551","10","Type 2 diabetes with stable prolif diabetic rtnop, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.359","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.37X1","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.37","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3552","10","Type 2 diabetes with stable prolif diabetic rtnop, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.37X2","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3292","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3492","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.36","10","Type 2 diabetes mellitus with diabetic cataract","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.321","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.329","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3522","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3523","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3299","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3411","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3539","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.37X3","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3413","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3519","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3412","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.33","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3592","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.39","10","Type 2 diabetes mellitus with other diabetic ophthalmic complication","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3293","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3211","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.349","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3553","10","Type 2 diabetes with stable prolif diabetic rtnop, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3213","10","Type 2 diabetes with mild nonp rtnop with macular edema, bi","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3532","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3393","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.35","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3513","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3521","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3312","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.34","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3512","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.355","10","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.352","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3219","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"E11.3419","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.23","Type 2 diabetes with ophthalmic manifestations","endocrine/metabolic"
"Z96.49","10","Presence of other endocrine implants","250.3","Insulin pump user","endocrine/metabolic"
"Z96.4","10","Presence of endocrine implants","250.3","Insulin pump user","endocrine/metabolic"
"Z96.41","10","Presence of insulin pump (external) (internal)","250.3","Insulin pump user","endocrine/metabolic"
"R73.02","10","Impaired glucose tolerance (oral)","250.41","Impaired fasting glucose","endocrine/metabolic"
"R73.01","10","Impaired fasting glucose","250.41","Impaired fasting glucose","endocrine/metabolic"
"E11.4","10","Type 2 diabetes mellitus with neurological complications","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.44","10","Type 2 diabetes mellitus with diabetic amyotrophy","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.40","10","Type 2 diabetes mellitus with diabetic neuropathy, unspecified","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.49","10","Type 2 diabetes mellitus with other diabetic neurological complication","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.43","10","Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.42","10","Type 2 diabetes mellitus with diabetic polyneuropathy","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.41","10","Type 2 diabetes mellitus with diabetic mononeuropathy","250.24","Type 2 diabetes with neurological manifestations","endocrine/metabolic"
"E11.5","10","Type 2 diabetes mellitus with circulatory complications","250.25","Diabetes type 2 with peripheral circulatory disorders","endocrine/metabolic"
"E11.51","10","Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene","250.25","Diabetes type 2 with peripheral circulatory disorders","endocrine/metabolic"
"E11.52","10","Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene","250.25","Diabetes type 2 with peripheral circulatory disorders","endocrine/metabolic"
"E11.59","10","Type 2 diabetes mellitus with other circulatory complications","250.25","Diabetes type 2 with peripheral circulatory disorders","endocrine/metabolic"
"E10.10","10","Type 1 diabetes mellitus with ketoacidosis without coma","250.11","Type 1 diabetes with ketoacidosis","endocrine/metabolic"
"E10.11","10","Type 1 diabetes mellitus with ketoacidosis with coma","250.11","Type 1 diabetes with ketoacidosis","endocrine/metabolic"
"E10.1","10","Type 1 diabetes mellitus with ketoacidosis","250.11","Type 1 diabetes with ketoacidosis","endocrine/metabolic"
"E09.42","10","Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy","250.6","Polyneuropathy in diabetes","endocrine/metabolic"
"E10.42","10","Type 1 diabetes mellitus with diabetic polyneuropathy","250.6","Polyneuropathy in diabetes","endocrine/metabolic"
"E08.42","10","Diabetes mellitus due to underlying condition with diabetic polyneuropathy","250.6","Polyneuropathy in diabetes","endocrine/metabolic"
"E11.354","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3551","10","Drug/chem diabetes with stable prolif diabetic rtnop, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.319","10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3393","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3533","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.341","10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3","10","Drug or chemical induced diabetes mellitus with ophthalmic complications","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3499","10","Drug/chem diab with severe nonp rtnop w/o mclr edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.339","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3399","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.354","10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.351","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3219","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3549","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3219","10","Diabetes with mild nonp rtnop with macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.359","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.319","10","Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3521","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3413","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.37","10","Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.321","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3522","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3319","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.353","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3553","10","Diabetes with stable prolif diabetic retinopathy, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3311","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3532","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3391","10","Drug/chem diab with mod nonp rtnop without mclr edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.331","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.37X9","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3412","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3493","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3592","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3519","10","Diabetes with prolif diabetic rtnop with macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.35","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3213","10","Type 1 diabetes with mild nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.352","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.359","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3213","10","Diabetes with mild nonp rtnop with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.32","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3599","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3522","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.34","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3499","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3593","10","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.37X9","10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3539","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3559","10","Type 2 diabetes with stable prolif diabetic rtnop, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
