"ICD","Flag","ICDString","Phecode","PhecodeString","PhecodeCategory"
"M06.34","10","Rheumatoid nodule, hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.61","10","Rheumatoid arthritis of shoulder with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.049","10","Rheumatoid arthritis without rheumatoid factor, unspecified hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.659","10","Rheumatoid arthritis of unspecified hip with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.762","10","Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.63","10","Rheumatoid arthritis of wrist with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.16","10","Rheumatoid lung disease with rheumatoid arthritis of knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.40","10","Rheumatoid myopathy with rheumatoid arthritis of unspecified site","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.27","10","Rheumatoid vasculitis with rheumatoid arthritis of ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.752","10","Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.839","10","Other rheumatoid arthritis with rheumatoid factor of unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.56","10","Rheumatoid polyneuropathy with rheumatoid arthritis of knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.07","10","Rheumatoid arthritis without rheumatoid factor, ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.01","10","Feltys syndrome, shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.15","10","Rheumatoid lung disease with rheumatoid arthritis of hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.27","10","Rheumatoid bursitis, ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.26","10","Rheumatoid vasculitis with rheumatoid arthritis of knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.651","10","Rheumatoid arthritis of right hip with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.41","10","Rheumatoid myopathy with rheumatoid arthritis of shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.329","10","Rheumatoid nodule, unspecified elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.362","10","Rheumatoid heart disease with rheumatoid arthritis of left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.852","10","Other rheumatoid arthritis with rheumatoid factor of left hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.42","10","Rheumatoid myopathy with rheumatoid arthritis of elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.24","10","Rheumatoid bursitis, hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.779","10","Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.03","10","Rheumatoid arthritis without rheumatoid factor, wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.652","10","Rheumatoid arthritis of left hip with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.09","10","Rheumatoid arthritis without rheumatoid factor, multiple sites","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.321","10","Rheumatoid nodule, right elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.8","10","Other specified rheumatoid arthritis","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.65","10","Rheumatoid arthritis of hip with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.19","10","Rheumatoid lung disease with rheumatoid arthritis of multiple sites","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.31","10","Rheumatoid heart disease with rheumatoid arthritis of shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.062","10","Feltys syndrome, left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.34","10","Rheumatoid heart disease with rheumatoid arthritis of hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.262","10","Rheumatoid vasculitis with rheumatoid arthritis of left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.89","10","Other rheumatoid arthritis with rheumatoid factor of multiple sites","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.251","10","Rheumatoid vasculitis with rheumatoid arthritis of right hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.062","10","Rheumatoid arthritis without rheumatoid factor, left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.7","10","Rheumatoid arthritis with rheumatoid factor without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.25","10","Rheumatoid vasculitis with rheumatoid arthritis of hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.45","10","Rheumatoid myopathy with rheumatoid arthritis of hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.459","10","Rheumatoid myopathy with rheumatoid arthritis of unspecified hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.30","10","Rheumatoid heart disease with rheumatoid arthritis of unspecified site","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.439","10","Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.822","10","Other specified rheumatoid arthritis, left elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.621","10","Rheumatoid arthritis of right elbow with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.639","10","Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.622","10","Rheumatoid arthritis of left elbow with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.352","10","Rheumatoid nodule, left hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.862","10","Other rheumatoid arthritis with rheumatoid factor of left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.041","10","Feltys syndrome, right hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.079","10","Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.72","10","Rheumatoid arthritis with rheumatoid factor of elbow without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.749","10","Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.661","10","Rheumatoid arthritis of right knee with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.33","10","Rheumatoid heart disease with rheumatoid arthritis of wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.842","10","Other rheumatoid arthritis with rheumatoid factor of left hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.351","10","Rheumatoid nodule, right hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.38","10","Rheumatoid nodule, vertebrae","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.32","10","Rheumatoid heart disease with rheumatoid arthritis of elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.20","10","Rheumatoid vasculitis with rheumatoid arthritis of unspecified site","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.13","10","Rheumatoid lung disease with rheumatoid arthritis of wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.859","10","Other rheumatoid arthritis with rheumatoid factor of unspecified hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.83","10","Other specified rheumatoid arthritis, wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.53","10","Rheumatoid polyneuropathy with rheumatoid arthritis of wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.052","10","Feltys syndrome, left hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.3","10","Rheumatoid nodule","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.321","10","Rheumatoid heart disease with rheumatoid arthritis of right elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.322","10","Rheumatoid nodule, left elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.211","10","Rheumatoid vasculitis with rheumatoid arthritis of right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.89","10","Other specified rheumatoid arthritis, multiple sites","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.272","10","Rheumatoid bursitis, left ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.279","10","Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.332","10","Rheumatoid heart disease with rheumatoid arthritis of left wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.429","10","Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.531","10","Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.811","10","Other specified rheumatoid arthritis, right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.422","10","Rheumatoid myopathy with rheumatoid arthritis of left elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.032","10","Feltys syndrome, left wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.862","10","Other specified rheumatoid arthritis, left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.379","10","Rheumatoid nodule, unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.419","10","Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.242","10","Rheumatoid vasculitis with rheumatoid arthritis of left hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.339","10","Rheumatoid nodule, unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.35","10","Rheumatoid heart disease with rheumatoid arthritis of hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.379","10","Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.231","10","Rheumatoid vasculitis with rheumatoid arthritis of right wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.311","10","Rheumatoid heart disease with rheumatoid arthritis of right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.872","10","Other rheumatoid arthritis with rheumatoid factor of left ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.59","10","Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.849","10","Other rheumatoid arthritis with rheumatoid factor of unspecified hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.62","10","Rheumatoid arthritis of elbow with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.23","10","Rheumatoid vasculitis with rheumatoid arthritis of wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.46","10","Rheumatoid myopathy with rheumatoid arthritis of knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.82","10","Other rheumatoid arthritis with rheumatoid factor of elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.87","10","Other rheumatoid arthritis with rheumatoid factor of ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.00","10","Rheumatoid arthritis without rheumatoid factor, unspecified site","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.739","10","Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.07","10","Feltys syndrome, ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.412","10","Rheumatoid myopathy with rheumatoid arthritis of left shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.331","10","Rheumatoid heart disease with rheumatoid arthritis of right wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.81","10","Other rheumatoid arthritis with rheumatoid factor of shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.012","10","Feltys syndrome, left shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.139","10","Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.859","10","Other specified rheumatoid arthritis, unspecified hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.061","10","Rheumatoid arthritis without rheumatoid factor, right knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.75","10","Rheumatoid arthritis with rheumatoid factor of hip without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.851","10","Other rheumatoid arthritis with rheumatoid factor of right hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.0","10","Rheumatoid arthritis without rheumatoid factor","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.21","10","Rheumatoid vasculitis with rheumatoid arthritis of shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.82","10","Other specified rheumatoid arthritis, elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.311","10","Rheumatoid nodule, right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.511","10","Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.079","10","Feltys syndrome, unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.832","10","Other specified rheumatoid arthritis, left wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.042","10","Feltys syndrome, left hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.00","10","Feltys syndrome, unspecified site","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.08","10","Rheumatoid arthritis without rheumatoid factor, vertebrae","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.011","10","Feltys syndrome, right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.1","10","Rheumatoid lung disease with rheumatoid arthritis","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.172","10","Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.359","10","Rheumatoid heart disease with rheumatoid arthritis of unspecified hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.52","10","Rheumatoid polyneuropathy with rheumatoid arthritis of elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.25","10","Rheumatoid bursitis, hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.162","10","Rheumatoid lung disease with rheumatoid arthritis of left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.322","10","Rheumatoid heart disease with rheumatoid arthritis of left elbow","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.362","10","Rheumatoid nodule, left knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.879","10","Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.242","10","Rheumatoid bursitis, left hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.662","10","Rheumatoid arthritis of left knee with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.2","10","Rheumatoid vasculitis with rheumatoid arthritis","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.151","10","Rheumatoid lung disease with rheumatoid arthritis of right hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.861","10","Other rheumatoid arthritis with rheumatoid factor of right knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.831","10","Other specified rheumatoid arthritis, right wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.57","10","Rheumatoid polyneuropathy with rheumatoid arthritis of ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.43","10","Rheumatoid myopathy with rheumatoid arthritis of wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.441","10","Rheumatoid myopathy with rheumatoid arthritis of right hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.059","10","Rheumatoid arthritis without rheumatoid factor, unspecified hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.041","10","Rheumatoid arthritis without rheumatoid factor, right hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.071","10","Feltys syndrome, right ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.60","10","Rheumatoid arthritis of unspecified site with involvement of other organs and systems","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.04","10","Rheumatoid arthritis without rheumatoid factor, hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.36","10","Rheumatoid heart disease with rheumatoid arthritis of knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.28","10","Rheumatoid bursitis, vertebrae","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.05","10","Rheumatoid arthritis without rheumatoid factor, hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.361","10","Rheumatoid nodule, right knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.141","10","Rheumatoid lung disease with rheumatoid arthritis of right hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.239","10","Rheumatoid bursitis, unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.061","10","Feltys syndrome, right knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.711","10","Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.279","10","Rheumatoid bursitis, unspecified ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.85","10","Other rheumatoid arthritis with rheumatoid factor of hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.042","10","Rheumatoid arthritis without rheumatoid factor, left hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.83","10","Other rheumatoid arthritis with rheumatoid factor of wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.031","10","Rheumatoid arthritis without rheumatoid factor, right wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.37","10","Rheumatoid nodule, ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.729","10","Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.79","10","Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.472","10","Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.341","10","Rheumatoid heart disease with rheumatoid arthritis of right hand","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.269","10","Rheumatoid bursitis, unspecified knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.361","10","Rheumatoid heart disease with rheumatoid arthritis of right knee","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.05","10","Feltys syndrome, hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.431","10","Rheumatoid myopathy with rheumatoid arthritis of right wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.852","10","Other specified rheumatoid arthritis, left hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.252","10","Rheumatoid vasculitis with rheumatoid arthritis of left hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.059","10","Feltys syndrome, unspecified hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.052","10","Rheumatoid arthritis without rheumatoid factor, left hip","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.411","10","Rheumatoid myopathy with rheumatoid arthritis of right shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.839","10","Other specified rheumatoid arthritis, unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
"M05.219","10","Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder","714.1","Rheumatoid arthritis","musculoskeletal"
"M06.039","10","Rheumatoid arthritis without rheumatoid factor, unspecified wrist","714.1","Rheumatoid arthritis","musculoskeletal"
